labels,probs
0,0.002403835
0,0.004315671
0,1.40411275e-05
0,0.00012438692
0,0.0002574923
0,0.015150752
0,6.406758e-05
0,0.00096222636
0,0.4657082
0,0.0011762449
0,0.0002670789
0,0.005195156
0,3.5669822e-05
0,5.980192e-06
0,0.15266898
0,0.008242511
0,0.05493578
0,5.024247e-05
0,2.1383641e-05
0,0.10608862
0,0.0013002037
0,3.7854475e-06
0,3.345615e-06
0,0.56367385
0,0.828834
0,5.3768268e-05
0,0.00044798135
0,6.615098e-06
0,8.208541e-05
0,0.37313855
0,7.291022e-05
0,0.00020457771
0,0.5972521
0,0.007159195
0,0.22523618
0,0.0023267681
0,0.0039779544
0,3.9386057e-05
0,0.0054720556
0,0.0063820286
0,0.00013481217
0,0.0016279955
0,0.5053331
0,0.7956551
0,0.0013753832
0,3.0585954e-06
0,1.7870315e-06
0,0.5047752
0,0.30915102
0,0.0011334524
0,0.00047898505
0,4.944282e-05
0,1.0884046e-05
0,0.8030298
0,0.00086687837
0,0.96745235
0,0.0015775446
0,0.00047026353
0,2.2261296e-05
0,0.025414357
0,0.00032622175
0,5.6616587e-05
0,0.014101695
0,0.09547816
0,0.25487927
0,0.0033602302
0,0.0007302552
0,3.964434e-07
0,3.8348437e-05
0,9.652945e-06
0,0.14758158
0,0.9768645
0,0.00092905207
0,0.00011467786
0,0.014300513
0,0.05062686
0,0.64605033
0,3.475449e-05
0,0.0051745796
0,2.6383745e-05
0,1.19125525e-05
0,0.00097603473
0,0.0015738629
0,0.0065004895
0,0.043674458
0,0.00323064
0,0.00062309817
0,0.0005676784
0,0.18531604
0,0.00021517498
0,0.016580453
0,7.0489277e-06
0,2.7397741e-06
0,9.049839e-08
0,0.000116053394
0,0.0030635335
1,0.9932943
1,0.94633514
1,0.9999771
1,0.011809976
1,0.009965244
1,0.057854857
1,0.15421817
1,0.0029674752
1,0.9985819
1,0.9534243
1,0.99999464
1,0.0066306964
1,0.99929297
1,0.99997795
1,0.9998839
1,0.9999355
1,0.9961669
1,0.9985324
1,1.0
1,0.9972024
1,0.9999999
1,0.99986446
1,1.0
1,0.99966085
1,0.9999999
1,0.99999976
1,0.9999963
1,0.99999917
1,0.9999999
1,0.9999999
1,1.0
1,0.9999999
1,1.0
1,0.9999876
1,0.99999905
1,0.9999815
1,0.9999999
1,0.9999721
1,0.99960405
1,0.9999676
1,0.9828136
1,0.991922
1,0.9998505
1,0.9999995
1,0.99999106
1,0.9997805
1,1.0
1,1.0
1,0.9999646
1,0.99999523
