labels,probs
0,0.38834563
0,0.05442394
0,0.014702728
0,0.01673137
0,0.013093618
0,0.17339228
0,0.07571076
0,0.005984033
0,0.54404753
0,0.0022737181
0,0.006883227
0,0.13968739
0,0.12753566
0,0.411202
0,0.67699903
0,0.74931324
0,0.8171589
0,0.015418066
0,0.066164725
0,0.14024512
0,0.3228112
0,0.0043141306
0,0.06553403
0,0.7037735
0,0.6790642
0,0.017324595
0,0.054325398
0,0.12407859
0,0.04611403
0,0.6426981
0,0.5437585
0,0.08317816
0,0.2989764
0,0.18313016
0,0.29235104
0,0.095206074
0,0.014527247
0,0.05037659
0,0.6615491
0,0.13297163
0,0.23804314
0,0.2270095
0,0.018867847
0,0.6704687
0,0.014862636
0,0.008691189
0,0.06879882
0,0.3961026
0,0.8911223
0,0.018763704
0,0.33086243
0,0.007274765
0,0.04311933
0,0.7647374
0,0.3341391
0,0.29083157
0,0.020960761
0,0.6559084
0,0.22271343
0,0.2798195
0,0.020829104
0,0.017970871
0,0.1182187
0,0.117315106
0,0.08758502
0,0.71570146
0,0.057680055
0,0.044041943
0,0.27196816
0,0.0898873
0,0.14827318
0,0.9160306
0,0.40577286
0,0.13970312
0,0.4456121
0,0.4025325
0,0.8918954
0,0.010972686
0,0.07768492
0,0.46018305
0,0.035213355
0,0.105118975
0,0.025585
0,0.57821333
0,0.21634454
0,0.7909057
0,0.4527416
0,0.4763994
0,0.24464284
0,0.051729083
0,0.11326563
0,0.05957695
0,0.008275758
0,0.013855006
0,0.024363555
0,0.002716933
1,0.86493343
1,0.19375443
1,0.9813495
1,0.022332339
1,0.18012632
1,0.848384
1,0.14135136
1,0.1348126
1,0.520879
1,0.6430595
1,0.5779354
1,0.3764866
1,0.951641
1,0.76655924
1,0.7974682
1,0.79948217
1,0.2944553
1,0.31250137
1,0.9905219
1,0.80653805
1,0.67517215
1,0.95780295
1,0.9970278
1,0.7063694
1,0.8674486
1,0.9799114
1,0.38958
1,0.9831224
1,0.9056039
1,0.97091806
1,0.99624735
1,0.9655313
1,0.77429104
1,0.97197264
1,0.96032995
1,0.9391959
1,0.8508556
1,0.5273436
1,0.9344348
1,0.974619
1,0.47564206
1,0.59394205
1,0.93421096
1,0.98105997
1,0.9704818
1,0.9618447
1,0.9900051
1,0.92402035
1,0.9693611
1,0.96623737
